benchmark,cpu_time,number_of_decisions,status,wall_time
J5089_4,46.76,34402137,OPTIMAL,47.95
J5089_5,27.28,26856406,OPTIMAL,29.57
J508_1,181.52,88407219,SATISFIABLE,186.34
J508_2,181.07,48242733,SATISFIABLE,184.21
J508_3,181.52,71493779,SATISFIABLE,183.39
J508_4,182.09,79551565,SATISFIABLE,184.31
J508_5,180.37,70817532,SATISFIABLE,183.4
J5090_1,34.11,21857575,OPTIMAL,37.99
J5090_2,38.22,24859874,OPTIMAL,40.24
J5090_3,61.2,28644123,OPTIMAL,62.38
J5090_4,16.69,28270079,OPTIMAL,17.6
J5090_5,52.59,24955602,OPTIMAL,53.75
J5091_1,180.62,43299731,SATISFIABLE,183.33
J5091_2,180.8,30426569,SATISFIABLE,182.94
J5091_3,181.8,69007488,SATISFIABLE,184.31
J5091_4,180.34,32618408,SATISFIABLE,183.15
J5091_5,180.01,58251737,SATISFIABLE,183.18
J5092_1,181.66,42235831,SATISFIABLE,184.02
J5092_2,181.66,46177824,SATISFIABLE,184.25
J5092_3,180.37,72700272,SATISFIABLE,184.37
J5092_4,177.1,61726880,SATISFIABLE,183.55
J5092_5,181.27,95522204,SATISFIABLE,183.79
J5093_1,50.28,95038765,OPTIMAL,52.81
J5093_2,134.19,84241105,OPTIMAL,136.87
J5093_3,49.82,92881021,OPTIMAL,51.32
J5093_4,181.49,64884969,SATISFIABLE,183.35
J5093_5,56.66,69606645,OPTIMAL,58.23
J5094_1,181.34,44121217,SATISFIABLE,183.77
J5094_2,178.8,54280789,SATISFIABLE,183.92
J5094_3,181.55,60972285,SATISFIABLE,184.0
J5094_4,181.15,44788241,SATISFIABLE,183.82
J5094_5,180.89,70006790,SATISFIABLE,183.81
J5095_1,46.47,63326920,OPTIMAL,47.88
J5095_2,124.39,77408400,OPTIMAL,127.04
J5095_3,119.49,84798582,OPTIMAL,121.84
J5095_4,40.16,88279887,OPTIMAL,41.31
J5095_5,78.75,81346861,OPTIMAL,80.96
J5096_1,98.48,93400108,OPTIMAL,102.85
J5096_2,181.13,48962110,SATISFIABLE,183.03
J5096_3,54.93,51586517,OPTIMAL,58.21
J5096_4,54.99,60315694,OPTIMAL,56.26
J5096_5,181.02,43611461,SATISFIABLE,182.9
J5097_1,181.19,25646543,SATISFIABLE,183.0
J5097_2,180.12,31273399,SATISFIABLE,183.45
J5097_3,181.5,33795735,SATISFIABLE,183.49
J5097_4,181.47,39852056,SATISFIABLE,185.48
J5097_5,179.45,44996927,SATISFIABLE,183.62
J5098_1,181.29,58882468,SATISFIABLE,183.84
J5098_2,181.35,42446656,SATISFIABLE,183.87
J5098_3,180.73,39718230,SATISFIABLE,182.72
J5098_4,180.35,27185877,SATISFIABLE,182.19
J5098_5,180.65,34049658,SATISFIABLE,184.1
J5099_1,48.78,53430344,OPTIMAL,49.75
J5099_2,25.11,36235775,OPTIMAL,26.62
J5099_3,21.95,35134934,OPTIMAL,28.58
J5099_4,64.94,37907069,OPTIMAL,66.13
J5099_5,49.49,38130018,OPTIMAL,51.04
J509_1,181.73,56084126,SATISFIABLE,184.17
J509_2,182.79,120595247,SATISFIABLE,185.42
J509_3,168.9,96768914,SATISFIABLE,183.68
J509_4,180.31,84955136,SATISFIABLE,183.66
J509_5,181.31,94211884,SATISFIABLE,185.12
