benchmark,cpu_time,number_of_decisions,status,wall_time
j2042_9,3.08s,3501663,OPTIMAL,3.15s
j2043_1,9.01s,3788663,OPTIMAL,9.11s
j2043_10,4.27s,4682514,OPTIMAL,4.37s
j2043_2,5.93s,3339089,OPTIMAL,6.14s
j2043_3,3.67s,3990168,OPTIMAL,3.82s
j2043_4,8.07s,4604098,OPTIMAL,8.20s
j2043_5,6.77s,5223531,OPTIMAL,8.02s
j2043_6,10.25s,4019936,OPTIMAL,10.39s
j2043_7,14.94s,2956248,OPTIMAL,15.09s
j2043_8,3.30s,3216536,OPTIMAL,3.38s
j2043_9,7.25s,3621274,OPTIMAL,7.42s
j2044_1,5.30s,4718219,OPTIMAL,5.39s
j2044_10,3.55s,3271206,OPTIMAL,3.73s
j2044_2,7.49s,4401268,OPTIMAL,7.66s
j2044_3,6.01s,3953064,OPTIMAL,6.17s
j2044_4,8.03s,5910477,OPTIMAL,8.15s
j2044_5,8.67s,4741785,OPTIMAL,8.80s
j2044_6,17.23s,5421630,OPTIMAL,17.39s
j2044_7,13.94s,3433262,OPTIMAL,14.05s
j2044_8,3.83s,4502199,OPTIMAL,3.93s
j2044_9,6.39s,5077785,OPTIMAL,7.05s
j2045_1,60.65s,4723924,SATISFIABLE,61.14s
j2045_10,60.52s,2137534,SATISFIABLE,60.87s
j2045_2,60.19s,5257148,SATISFIABLE,60.74s
j2045_3,60.47s,2035378,SATISFIABLE,60.97s
j2045_4,60.21s,2381889,SATISFIABLE,60.58s
j2045_5,59.83s,3601356,SATISFIABLE,60.21s
j2045_6,9.20s,3876390,OPTIMAL,9.34s
j2045_7,60.24s,3158646,SATISFIABLE,60.65s
j2045_8,59.80s,2622144,SATISFIABLE,60.50s
j2045_9,60.38s,2961831,SATISFIABLE,60.80s
j2046_1,50.12s,5657156,OPTIMAL,50.47s
j2046_10,46.23s,7636491,OPTIMAL,46.73s
j2046_2,13.43s,5604126,OPTIMAL,13.55s
j2046_3,60.34s,6151653,SATISFIABLE,60.72s
j2046_4,21.02s,5625720,OPTIMAL,21.36s
j2046_5,14.72s,6031306,OPTIMAL,15.12s
j2046_6,41.61s,5956347,OPTIMAL,41.93s
j2046_7,59.79s,6145406,SATISFIABLE,60.40s
j2046_8,16.57s,6347562,OPTIMAL,16.72s
j2046_9,22.65s,6582812,OPTIMAL,22.84s
j2047_1,60.64s,9094709,SATISFIABLE,60.98s
j2047_10,60.21s,8181483,SATISFIABLE,60.73s
j2047_2,15.63s,8657929,OPTIMAL,15.77s
j2047_3,9.82s,11372728,OPTIMAL,9.94s
j2047_4,11.81s,9415795,OPTIMAL,11.94s
j2047_5,9.57s,6723937,OPTIMAL,9.68s
j2047_6,8.00s,6302712,OPTIMAL,8.19s
j2047_7,13.88s,8251981,OPTIMAL,14.20s
j2047_8,8.86s,11150615,OPTIMAL,8.98s
j2047_9,18.41s,6799402,OPTIMAL,18.68s
j2048_1,20.66s,8266427,OPTIMAL,21.21s
j2048_10,11.58s,9055649,OPTIMAL,12.40s
j2048_2,6.26s,9249235,OPTIMAL,6.36s
j2048_3,14.49s,13987707,OPTIMAL,14.71s
j2048_4,48.03s,11200917,OPTIMAL,48.45s
j2048_5,9.22s,12242126,OPTIMAL,9.36s
j2048_6,8.48s,12694885,OPTIMAL,8.69s
j2048_7,27.15s,9803368,OPTIMAL,27.62s
j2048_8,10.05s,13243414,OPTIMAL,10.30s
j2048_9,8.78s,9153781,OPTIMAL,8.96s
j2049_1,11.88s,1024161,OPTIMAL,12.21s
j2049_10,8.37s,1378924,OPTIMAL,8.56s
j2049_2,1.03s,1096282,OPTIMAL,1.11s
j2049_3,17.80s,1308082,OPTIMAL,17.97s
j2049_4,3.22s,568623,OPTIMAL,3.31s
j2049_5,3.98s,1745540,OPTIMAL,4.13s
j2049_6,3.54s,720521,OPTIMAL,3.65s
j2049_7,6.13s,1551706,OPTIMAL,6.39s
j2049_8,14.00s,1400170,OPTIMAL,14.15s
j2049_9,11.86s,1875495,OPTIMAL,12.00s
