benchmark,cpu_time,number_of_decisions,status,wall_time
J50108_1,22.55s,2008885,OPTIMAL,23.20s
J50108_2,23.55s,1506874,OPTIMAL,24.13s
J50108_3,23.31s,1525068,OPTIMAL,23.99s
J50108_4,13.38s,637050,OPTIMAL,13.99s
J50108_5,11.96s,444387,OPTIMAL,12.65s
J5010_1,181.20s,4843592,SATISFIABLE,183.40s
J5010_2,181.76s,7913994,SATISFIABLE,183.50s
J5010_3,182.54s,5127550,SATISFIABLE,184.31s
J5010_4,181.77s,2741850,SATISFIABLE,183.22s
J5010_5,181.63s,1578991,SATISFIABLE,184.18s
J5011_1,181.46s,3532195,SATISFIABLE,182.94s
J5011_2,181.30s,6234284,SATISFIABLE,182.68s
J5011_3,181.49s,3851297,SATISFIABLE,182.81s
J5011_4,182.57s,3049951,SATISFIABLE,184.03s
J5011_5,180.48s,9368654,SATISFIABLE,183.97s
J5012_1,181.98s,2954767,SATISFIABLE,183.67s
J5012_2,181.42s,1074173,SATISFIABLE,184.20s
J5012_3,181.32s,5126593,SATISFIABLE,183.18s
J5012_4,182.45s,7674832,SATISFIABLE,183.88s
J5012_5,181.41s,5647640,SATISFIABLE,183.06s
J5013_1,148.49s,1848593,OPTIMAL,149.92s
J5013_2,181.72s,1164091,SATISFIABLE,183.41s
J5013_3,181.24s,1167371,SATISFIABLE,182.85s
J5013_4,181.87s,1353452,SATISFIABLE,183.53s
J5013_5,181.22s,2863036,SATISFIABLE,183.53s
J5014_1,181.16s,1910517,SATISFIABLE,183.29s
J5014_2,181.76s,1306739,SATISFIABLE,183.13s
J5014_3,181.28s,1334675,SATISFIABLE,183.31s
J5014_4,181.69s,1614772,SATISFIABLE,183.25s
J5014_5,181.53s,1748153,SATISFIABLE,182.87s
J5015_1,8.51s,620644,OPTIMAL,9.12s
J5015_2,8.33s,392986,OPTIMAL,8.93s
J5015_3,22.72s,2037442,OPTIMAL,23.31s
J5015_4,9.24s,499204,OPTIMAL,10.13s
J5015_5,12.46s,1269227,OPTIMAL,13.06s
J5016_1,18.59s,1629101,OPTIMAL,19.20s
J5016_2,128.58s,1286296,OPTIMAL,129.79s
J5016_3,14.97s,977817,OPTIMAL,20.33s
J5016_4,14.06s,1182151,OPTIMAL,14.91s
J5016_5,10.13s,866824,OPTIMAL,10.81s
J5017_1,10.15s,644119,OPTIMAL,10.82s
J5017_2,6.05s,104662,OPTIMAL,6.66s
J5017_3,6.11s,188725,OPTIMAL,6.61s
J5017_4,6.52s,127287,OPTIMAL,7.23s
J5017_5,6.91s,203179,OPTIMAL,12.20s
J5018_1,10.98s,714606,OPTIMAL,11.51s
J5018_2,14.16s,1038807,OPTIMAL,14.71s
J5018_3,10.81s,454311,OPTIMAL,11.39s
J5018_4,11.41s,941039,OPTIMAL,11.91s
J5018_5,12.85s,1307875,OPTIMAL,13.95s
J5019_1,182.76s,1504420,SATISFIABLE,184.56s
J501_1,181.06s,1228318,SATISFIABLE,182.92s
J501_2,180.72s,3702216,SATISFIABLE,183.16s
J501_3,176.78s,3437166,SATISFIABLE,182.18s
J501_4,180.86s,1546054,SATISFIABLE,182.51s
J501_5,180.96s,1155745,SATISFIABLE,182.72s
J5020_1,182.50s,2636990,SATISFIABLE,184.63s
J5020_2,182.02s,3124473,SATISFIABLE,183.77s
J5020_3,182.76s,1653598,SATISFIABLE,184.39s
J5020_4,182.68s,1174710,SATISFIABLE,184.43s
J5020_5,182.54s,1527177,SATISFIABLE,184.58s
J5021_4,22.65s,375822,OPTIMAL,23.50s
J5021_5,182.83s,469916,SATISFIABLE,184.46s
J5022_2,182.70s,622139,SATISFIABLE,184.77s
J5023_1,181.43s,1503142,SATISFIABLE,183.91s
J5025_1,181.85s,2312954,SATISFIABLE,183.44s
J5025_2,174.57s,1410944,SATISFIABLE,183.73s
J5025_3,182.23s,2454075,SATISFIABLE,183.57s
J5025_4,177.56s,985919,UNKNOWN,180.29s
J5025_5,181.54s,1288985,SATISFIABLE,183.27s
J5026_1,182.15s,1543338,SATISFIABLE,183.77s
J5026_2,181.55s,1613029,SATISFIABLE,183.32s
J5026_3,182.14s,1096906,SATISFIABLE,184.45s
J5026_4,181.34s,1530539,SATISFIABLE,183.97s
J5026_5,182.03s,2649851,SATISFIABLE,183.66s
J5027_1,11.32s,762397,OPTIMAL,11.96s
J5027_2,10.95s,644993,OPTIMAL,11.56s
J5027_3,11.41s,970647,OPTIMAL,12.09s
J5027_4,15.97s,1935223,OPTIMAL,16.55s
J5027_5,11.02s,747332,OPTIMAL,11.90s
J5028_1,25.07s,2098637,OPTIMAL,25.70s
J5028_2,12.92s,984615,OPTIMAL,13.56s
J5028_3,15.45s,1615259,OPTIMAL,16.12s
J5028_4,18.25s,2002602,OPTIMAL,18.93s
J5028_5,60.89s,2184665,OPTIMAL,61.84s
J5029_1,7.20s,64062,OPTIMAL,7.69s
J5029_2,7.37s,57354,OPTIMAL,8.03s
J5029_3,7.87s,62020,OPTIMAL,16.34s
J5029_4,6.55s,63765,OPTIMAL,7.27s
J5029_5,8.52s,318517,OPTIMAL,9.28s
J502_1,181.64s,4756614,SATISFIABLE,183.26s
J502_2,180.97s,3535029,SATISFIABLE,182.35s
J502_3,181.44s,1413762,SATISFIABLE,183.29s
J502_4,181.09s,2174611,SATISFIABLE,182.43s
J502_5,181.07s,2796092,SATISFIABLE,182.69s
J5030_1,9.04s,496585,OPTIMAL,9.81s
J5030_2,23.72s,3150858,OPTIMAL,24.33s
J5030_3,35.21s,6196707,OPTIMAL,36.32s
J5030_4,9.11s,714086,OPTIMAL,9.55s
J5030_5,12.40s,925547,OPTIMAL,13.94s
J5037_1,181.26s,1660252,SATISFIABLE,183.21s
J5037_2,181.11s,1691944,SATISFIABLE,182.72s
