benchmark,cpu_time,average_wall_time,average_number_of_solutions,average_number_of_decisions,statuses
J50,108.63448421052631,110.11,30,1879326,"{'SATISFIABLE': 253, 'OPTIMAL': 214, 'UNKNOWN': 8}"
