benchmark,cpu_time,number_of_decisions,status,wall_time
J50100_1,19.82,32268758,OPTIMAL,21.67
J50100_2,24.59,37212466,OPTIMAL,25.71
J50100_3,597.77,46330049,SATISFIABLE,602.95
J50100_4,262.76,43839811,OPTIMAL,264.7
J50100_5,34.42,33832829,OPTIMAL,35.66
J50101_1,80.87,42369470,OPTIMAL,82.61
J50101_2,66.75,47260546,OPTIMAL,67.87
J50101_3,38.16,53312663,OPTIMAL,39.08
J50101_4,55.52,52338605,OPTIMAL,56.61
J50101_5,33.15,42162859,OPTIMAL,35.49
J50102_1,32.33,38881782,OPTIMAL,33.35
J50102_2,68.94,45046434,OPTIMAL,72.03
J50102_3,29.47,41511773,OPTIMAL,31.28
J50102_4,44.99,46163885,OPTIMAL,46.0
J50102_5,43.5,61303301,OPTIMAL,44.75
J50103_1,600.13,129141048,SATISFIABLE,605.58
J50103_2,599.61,134732570,SATISFIABLE,604.48
J50103_3,599.55,56302271,SATISFIABLE,604.07
J50103_4,600.1,126511899,SATISFIABLE,604.71
J50103_5,598.01,76005366,SATISFIABLE,603.37
J50104_1,599.85,113349905,SATISFIABLE,603.49
J50104_2,598.52,103091780,SATISFIABLE,604.46
J50104_3,598.73,118740814,SATISFIABLE,603.86
J50104_4,599.76,71821687,SATISFIABLE,604.13
J50104_5,600.09,101467056,SATISFIABLE,605.76
J50105_1,91.08,89221070,OPTIMAL,93.0
J50105_2,101.99,106632823,OPTIMAL,103.93
J50105_3,86.32,133364221,OPTIMAL,88.56
J50105_4,91.76,90833800,OPTIMAL,94.32
J50105_5,55.33,152845784,OPTIMAL,58.55
J50106_1,188.1,129211543,OPTIMAL,190.59
J50106_2,600.07,78413170,SATISFIABLE,604.4
J50106_3,599.73,102099220,SATISFIABLE,604.71
J50106_4,599.76,125642732,SATISFIABLE,604.31
J50106_5,598.9,118237607,SATISFIABLE,603.98
J50107_1,126.3,131950317,OPTIMAL,130.3
J50107_2,69.04,101340196,OPTIMAL,70.54
J50107_3,183.18,220406822,OPTIMAL,186.3
J50107_4,129.85,184620450,OPTIMAL,132.14
J50107_5,76.21,92370317,OPTIMAL,78.81
J50108_1,60.52,78888485,OPTIMAL,63.81
J50108_2,54.63,106552497,OPTIMAL,57.1
J50108_3,70.61,93386371,OPTIMAL,73.2
J50108_4,61.35,116525883,OPTIMAL,63.33
J50108_5,94.17,81415201,OPTIMAL,96.34
J5010_1,598.45,86223868,SATISFIABLE,605.03
J5010_2,599.36,62781625,SATISFIABLE,605.96
J5010_3,600.04,77067656,SATISFIABLE,604.57
J5010_4,599.62,75358466,SATISFIABLE,603.85
J5010_5,598.09,58701720,SATISFIABLE,604.32
J5011_1,599.52,81495473,SATISFIABLE,604.36
J5011_2,599.06,89019226,SATISFIABLE,604.7
J5011_3,600.42,78917446,SATISFIABLE,605.37
J5011_4,599.43,135120719,SATISFIABLE,604.29
J5011_5,600.06,107179312,SATISFIABLE,604.2
J5012_1,598.56,96926503,SATISFIABLE,603.89
J5012_2,597.7,105088548,SATISFIABLE,604.37
J5012_3,599.79,89235045,SATISFIABLE,604.34
J5012_4,598.24,106228959,SATISFIABLE,604.0
J5012_5,600.77,73568227,SATISFIABLE,605.64
J5013_1,168.03,71023372,OPTIMAL,169.96
J5013_2,599.04,78234474,SATISFIABLE,602.85
J5013_3,597.76,67573616,SATISFIABLE,604.26
J5013_4,599.83,67525195,SATISFIABLE,603.72
J5013_5,596.67,50935298,SATISFIABLE,604.24
J5014_1,599.52,73118269,SATISFIABLE,603.62
J5014_2,599.0,52800013,SATISFIABLE,603.5
J5014_3,599.35,74275589,SATISFIABLE,604.03
