benchmark,cpu_time,average_wall_time,average_number_of_solutions,average_number_of_decisions,statuses
J50,52.896884210526316,56.53,73,62310872,"{'SATISFIABLE': 310, 'OPTIMAL': 147, 'UNKNOWN': 18}"
