j20,1.99,2.23,25,278505,98.73609619047619,"{'OPTIMAL': 452, 'SATISFIABLE': 73}"
j30,3.76,4.04,24,509074,347.31490290178573,"{'OPTIMAL': 245, 'SATISFIABLE': 203, 'UNSATISFIABLE': 73, 'UNKNOWN': 4}"
m5,2.27,2.51,23,210319,79.15298245614035,"{'OPTIMAL': 408, 'SATISFIABLE': 105, 'UNKNOWN': 1}"
n3,0.92,1.11,22,170287,48.11906700167505,"{'OPTIMAL': 580, 'SATISFIABLE': 17}"
r5,2.03,2.22,23,375588,98.02514952380953,"{'OPTIMAL': 465, 'SATISFIABLE': 60, 'UNKNOWN': 1}"
