benchmark,cpu_time,number_of_decisions,status,wall_time
J5058_3,62.15,114423204,SATISFIABLE,67.86
J5058_4,63.01,98430467,SATISFIABLE,64.78
J5058_5,62.8,74620587,SATISFIABLE,64.98
J5059_1,61.98,120685863,SATISFIABLE,68.13
J5059_2,54.22,141173227,SATISFIABLE,63.99
J5059_3,62.46,103396495,SATISFIABLE,68.11
J5059_4,62.32,101043170,SATISFIABLE,63.83
J5059_5,62.69,163775493,SATISFIABLE,64.63
J505_1,31.82,35752377,OPTIMAL,32.67
J505_2,36.38,34723442,OPTIMAL,37.35
J505_3,33.22,32949035,OPTIMAL,36.13
J505_4,55.16,42030529,OPTIMAL,57.08
J505_5,36.16,35334564,OPTIMAL,37.19
J5060_1,58.11,91256861,OPTIMAL,59.56
J5060_2,62.71,114344261,SATISFIABLE,64.4
J5060_3,61.98,95270374,SATISFIABLE,63.88
J5060_4,59.36,118622706,SATISFIABLE,65.27
J5060_5,61.35,108484498,SATISFIABLE,64.84
J5061_1,41.91,69793540,SATISFIABLE,64.68
J5061_2,60.3,8096594,UNKNOWN,61.32
J5061_3,59.35,11406042,UNKNOWN,60.83
J5061_4,61.79,68607632,SATISFIABLE,63.16
J5061_5,62.36,110041868,SATISFIABLE,63.81
J5062_1,61.22,75210733,SATISFIABLE,63.64
J5062_2,62.89,113736010,SATISFIABLE,64.23
J5062_3,61.57,92433900,SATISFIABLE,65.43
J5062_4,62.63,77722934,SATISFIABLE,64.05
J5062_5,61.76,64832633,SATISFIABLE,63.05
J5063_1,29.05,89374094,SATISFIABLE,67.02
J5063_2,60.71,121550520,SATISFIABLE,63.26
J5063_3,39.48,65890131,OPTIMAL,42.5
J5063_4,26.46,48464304,OPTIMAL,28.46
J5063_5,33.88,73238551,OPTIMAL,35.21
J5064_1,57.37,79965430,SATISFIABLE,63.76
J5064_2,43.24,61229844,SATISFIABLE,68.12
J5064_3,37.36,57902387,OPTIMAL,40.56
J5064_4,52.51,93115434,OPTIMAL,54.53
J5064_5,61.75,65426798,SATISFIABLE,63.2
J5065_1,28.8,63964064,OPTIMAL,29.91
